"","date","txVolume.USD.","txCount","marketcap.USD.","price.USD.","exchangeVolume.USD.","generatedCoins","fees","activeAddresses"
"2016-09-21",2602611.80459,14482,104107000,1.24,2655260,33369.375,9.60487143773,3363,NA
"2016-09-22",4834872.51399,15007,102704000,1.22,6841360,33909.0625,10.1602801432,3059,NA
"2016-09-23",882151.859112,13420,105422000,1.25,1704280,32166.875,8.83259414351,2719,NA
"2016-09-24",1054429.29182,11055,104666000,1.24,876236,31956.5625,7.2090867428,2587,NA
"2016-09-25",732896.094357,12710,105492000,1.25,972037,33767.8125,8.52774287221,2552,NA
"2016-09-26",1224239.74488,12504,102099000,1.21,1228960,32837.1875,8.40547536929,2656,NA
"2016-09-27",5343079.31251,12476,101088000,1.2,1938500,32200.15625,8.29242966355,2805,NA
"2016-09-28",3319632.7645,12400,101396000,1.2,2066680,33248.59375,8.44684937838,2725,NA
"2016-09-29",811190.841327,12649,105121000,1.25,1282790,33473.75,8.75135836443,2568,NA
"2016-09-30",1763242.23856,13706,107096000,1.27,745522,32838.28125,9.48030050046,2722,NA
"2016-10-01",2756455.05595,12775,106140000,1.26,2443730,32817.34375,8.57550220318,2545,NA
"2016-10-02",758974.016427,14339,100731000,1.19,983089,33124.6875,9.79310273534,2708,NA
"2016-10-03",959756.350613,14134,100887000,1.19,1573360,34007.03125,9.54517571372,2496,NA
"2016-10-04",646160.069448,14369,100983000,1.19,1142370,33687.65625,10.1999018901,2582,NA
"2016-10-05",2686502.91286,15381,98217700,1.16,1992410,33605,10.1848884805,2692,NA
"2016-10-06",1519742.11834,15255,100554000,1.19,1017020,33341.09375,7.97922138861,2774,NA
"2016-10-07",914621.967983,14490,99343800,1.17,1012830,31887.5,7.84585330312,2755,NA
"2016-10-08",1277259.35515,14044,99103100,1.17,988691,33102.03125,7.36226600704,2557,NA
"2016-10-09",1871282.22251,14199,100236000,1.18,397777,32941.09375,7.42762436649,2499,NA
"2016-10-10",2831127.83851,14272,99081600,1.17,1148440,32837.03125,7.79203941008,2634,NA
"2016-10-11",3131315.38095,14022,97634800,1.15,2255700,31770.78125,8.69062159419,2715,NA
"2016-10-12",4901952.19937,17065,93070700,1.1,2752650,33465.3125,29.8032578229,2407,NA
"2016-10-13",1485512.80166,27590,87844800,1.04,1430120,35628.4375,79.8058415914,2674,NA
"2016-10-14",2556822.22938,22375,85829400,1.01,928586,31961.25,39.0055062063,2731,NA
"2016-10-15",753155.36058,16774,84120800,0.990989,574708,32917.03125,16.1277638467,2702,NA
"2016-10-16",1305479.85846,17876,84301800,0.992743,3374640,33162.8125,19.8762925699,3338,NA
"2016-10-17",5112917.61983,19971,101983000,1.2,3167420,32478.28125,22.0000008655,3738,NA
"2016-10-18",1165265.00831,18346,91309400,1.07,1721510,31914.84375,19.3091776524,3080,NA
"2016-10-19",4072445.14408,19459,89893500,1.06,1033890,33458.59375,54.3437947558,3092,NA
"2016-10-20",1484502.0727,21527,89675000,1.05,715948,34612.34375,29.2178826189,4812,NA
"2016-10-21",6398786.05608,19779,88668400,1.04,787404,31498.75,11.9860130985,4388,NA
"2016-10-22",1587100.59358,16538,87678400,1.03,1046830,31888.59375,9.02250931812,3014,NA
"2016-10-23",1246684.25497,17267,89059000,1.05,548805,31785,9.26888254823,4761,NA
"2016-10-24",625305.631562,15828,89121900,1.05,613841,32433.75,8.86510723503,2972,NA
"2016-10-25",2528808.58175,14611,87706100,1.03,1434440,32102.5,8.35930129033,3052,NA
"2016-10-26",708761.756639,16890,86814900,1.02,798289,32604.84375,9.60569460138,2972,NA
"2016-10-27",3229269.73055,17287,87960500,1.03,2343270,31939.0625,9.46490935531,3041,NA
"2016-10-28",1270113.0041,16443,84921800,0.995573,1298910,31744.21875,9.34422564436,3037,NA
"2016-10-29",5612968.43372,14134,80282600,0.94084,2566530,30793.75,7.83155878943,2756,NA
"2016-10-30",2596847.14459,12902,75987400,0.890189,1311260,32695.9375,7.99165900316,2386,NA
"2016-10-31",837179.371223,15439,79453400,0.93045,878220,32421.5625,9.39435800051,2490,NA
"2016-11-01",782427.309683,15341,76991000,0.901279,1320260,30839.21875,10.4669369292,4385,NA
"2016-11-02",671227.657887,12253,75639700,0.88515,677927,32695.78125,8.17024045249,2166,NA
"2016-11-03",592356.480866,10383,75896300,0.887828,1340080,32259.6875,7.87248486812,1935,NA
"2016-11-04",926636.189158,9460,76454000,0.894031,2084100,32921.875,5.56596064829,1699,NA
"2016-11-05",1856292.13858,11161,83072800,0.971074,1950000,34138.90625,6.05928934546,1887,NA
"2016-11-06",4694984.68947,10524,89079700,1.04,1078790,32855.3125,5.83893597158,1893,NA
"2016-11-07",772846.039848,11970,84474700,0.986716,1030590,34029.375,6.58370993394,2203,NA
"2016-11-08",580860.711777,11646,79709100,0.930693,573276,33394.0625,6.87940852867,2271,NA
"2016-11-09",702327.144178,10835,80626200,0.941046,976848,31588.4375,6.19498696626,2109,NA
"2016-11-10",455286.348736,10309,78301200,0.913579,626060,32754.53125,5.99291778349,1808,NA
"2016-11-11",737402.288275,10493,79151900,0.923158,487773,32637.96875,6.69012643069,1892,NA
"2016-11-12",714794.215179,11355,78675200,0.917254,727877,34880.78125,6.42878287876,1752,NA
"2016-11-13",516345.053965,12278,78130300,0.910538,475268,35323.4375,7.3203365532,2033,NA
"2016-11-14",454144.354659,11382,77279300,0.900257,272128,36685,6.58883107277,1963,NA
"2016-11-15",1033168.42465,11755,76561200,0.891515,671820,36731.09375,6.68811543896,2083,NA
"2016-11-16",989548.627941,11079,79516300,0.925537,952217,33557.65625,6.41600452685,2473,NA
"2016-11-17",5382281.2394,11080,78162800,0.909435,479144,32960,7.33245159929,2327,NA
"2016-11-18",1170275.38698,10672,76751400,0.892677,545120,34228.75,6.58660920172,2096,NA
"2016-11-19",590159.099827,9794,74779900,0.869411,377116,34296.09375,5.61064587719,1777,NA
"2016-11-20",435189.699081,10029,74089000,0.86104,383441,33827.8125,7.37424105652,1849,NA
"2016-11-21",1660417.7223,10779,73912300,0.858654,273020,32405.9375,6.37953770205,1921,NA
"2016-11-22",395841.019549,10808,73223900,0.850341,440341,31728.90625,6.64600940861,1881,NA
"2016-11-23",796337.776516,7684,72179000,0.837902,742687,32272.5,4.13966388997,1808,NA
"2016-11-24",645763.518565,9208,70293700,0.815735,1100000,32431.40625,7.09722542659,1924,NA
"2016-11-25",329479.853451,14358,66544000,0.771917,1354540,32715.15625,5.94853647627,6780,NA
"2016-11-26",2276935.73415,9268,72456000,0.840183,445946,32223.90625,5.57290995714,1556,NA
"2016-11-27",307638.115381,9018,67442700,0.781763,270799,32477.5,5.69437283826,1432,NA
"2016-11-28",458792.946391,10218,67087300,0.777354,267367,32429.0625,6.7637394288,1599,NA
"2016-11-29",728495.716178,9934,65578800,0.759591,796887,32791.71875,5.82589000485,1624,NA
"2016-11-30",472389.952869,9878,64612500,0.748118,382146,32019.84375,5.7349335641,1566,NA
"2016-12-01",1782229.91654,10733,64580700,0.747475,413683,32947.34375,6.31818953615,1538,NA
"2016-12-02",1720302.2508,11725,66309800,0.767199,1205640,32893.125,6.52981026399,2426,NA
"2016-12-03",1136468.72034,13001,69364500,0.80224,396889,33027.5,7.19328737659,1808,NA
"2016-12-04",274180.849598,11533,66820700,0.772527,556114,32364.0625,6.20034279883,1652,NA
"2016-12-05",2823197.66065,14047,66510700,0.768666,1459110,33769.84375,9.70028011661,2582,NA
"2016-12-06",2618042.21423,16219,72693900,0.839794,1518070,32470.9375,10.2705353838,2443,NA
"2016-12-07",950031.394424,12956,67732800,0.78219,582894,32145.3125,8.83637705188,2068,NA
"2016-12-08",501698.629093,13000,71428700,0.824569,528148,32620,7.95123877873,1782,NA
"2016-12-09",1309610.90596,13435,70873700,0.817856,579338,32869.53125,7.47462207376,1826,NA
"2016-12-10",1256338.35906,15493,70176700,0.809507,547454,33557.5,8.51311730461,1910,NA
"2016-12-11",1271281.14312,16390,74443900,0.8584,1751520,33476.09375,9.21942410092,2247,NA
"2016-12-12",1527078.66753,16491,80707700,0.93027,1153900,32369.375,9.5988991392,2208,NA
"2016-12-13",710874.308593,15958,78969100,0.909894,1507660,32897.96875,9.72505929847,2172,NA
"2016-12-14",1110048.05246,18667,85382100,0.983412,1119820,33275.3125,10.8011189066,2632,NA
"2016-12-15",2070914.3058,21105,86222800,0.992717,3175330,33964.0625,12.4756412522,3175,NA
"2016-12-16",979164.460074,22883,94032300,1.08,1463920,33477.5,13.2630198807,3093,NA
"2016-12-17",1021919.76837,20047,92896500,1.07,1410390,33215.15625,11.2560157926,2792,NA
"2016-12-18",409076.235462,18831,87709900,1.01,632975,33457.03125,10.5853299647,2617,NA
"2016-12-19",2068089.97563,20931,92384900,1.06,3140940,34109.84375,13.4076088423,3036,NA
"2016-12-20",2675491.42053,21387,104095000,1.2,2311760,33201.71875,22.2625835746,3474,NA
"2016-12-21",1465224.99027,18602,98977000,1.14,2182690,32104.6875,19.4728150271,3022,NA
"2016-12-22",3091462.01436,16722,99217600,1.14,2408530,32260.46875,11.6559793174,2858,NA
"2016-12-23",3509579.89775,14405,95854800,1.1,4006640,31753.4375,8.08187922398,2406,NA
"2016-12-24",4029483.51745,15234,91254200,1.05,1701720,33010.9375,8.46756766312,2406,NA
"2016-12-25",983641.887806,15458,97352300,1.12,1115620,32402.96875,8.75002530776,2108,NA
"2016-12-26",828416.129109,15568,93483900,1.07,706717,32160.15625,8.46499689666,2204,NA
"2016-12-27",1581969.15445,15676,91042200,1.04,838558,32369.84375,11.4771162197,2323,NA
"2016-12-28",1860956.84468,15450,91838000,1.05,1532120,32284.21875,8.42881023556,2484,NA
"2016-12-29",5607689.0647,18000,97111000,1.11,8164640,33967.96875,10.3565126832,3341,NA
"2016-12-30",6718984.21921,20408,124970000,1.43,9605480,33471.875,10.9882713604,3441,NA
"2016-12-31",8280333.33425,17825,135389000,1.55,3908650,32243.90625,9.55283074357,2959,NA
"2017-01-01",1554802.93108,16152,123453000,1.41,3570370,32678.28125,8.78577206862,2660,NA
"2017-01-02",1913574.58226,16930,122159000,1.4,3098340,33010.15625,9.12687020575,2678,NA
"2017-01-03",3485799.79029,17470,125771000,1.44,5508620,32301.40625,9.4215581986,2962,NA
"2017-01-04",4841149.5756,18135,130536000,1.49,7173020,33898.28125,10.0166438855,3073,NA
"2017-01-05",5065965.99751,18727,154605000,1.77,7339060,32931.875,10.1145324024,3135,NA
"2017-01-06",3905595.57842,17886,142529000,1.63,3402610,32394.53125,9.56592996683,2970,NA
"2017-01-07",2583843.33866,17191,132231000,1.51,3523930,33308.75,9.14382036073,2632,NA
"2017-01-08",852374.945096,17744,126377000,1.44,1085530,32639.84375,9.41623521776,2586,NA
"2017-01-09",1348445.4971,18958,127367000,1.45,1833120,32738.59375,10.1194489221,2639,NA
"2017-01-10",6700823.25599,18895,123839000,1.41,1161360,32351.25,10.3881294929,2824,NA
"2017-01-11",4073378.22522,15949,125722000,1.43,3176450,32078.75,8.45710681626,2694,NA
"2017-01-12",2162864.91691,28083,103032000,1.17,1906150,32298.59375,8.69743345811,8316,NA
"2017-01-13",1032938.19474,19107,106440000,1.21,1510150,32537.96875,8.84410478268,3864,NA
"2017-01-14",441107.783566,17553,106020000,1.21,574209,32026.40625,9.26197909339,2513,NA
"2017-01-15",527083.401617,16764,105800000,1.2,748170,31638.28125,8.97401354808,2342,NA
"2017-01-16",1769385.54129,17274,104251000,1.19,368937,31619.84375,9.34001786883,2350,NA
"2017-01-17",1284083.08033,17722,103624000,1.18,1531790,31458.90625,10.2493290954,2843,NA
"2017-01-18",1083524.02941,18089,106445000,1.21,984448,31568.28125,8.87448171169,3586,NA
"2017-01-19",1361770.16205,18785,105903000,1.2,686642,32231.25,13.2544364216,3262,NA
"2017-01-20",1885006.58318,19564,103069000,1.17,4968780,32512.96875,9.0715326568,4149,NA
"2017-01-21",1587546.83516,19831,118279000,1.34,3094200,32157.03125,9.81874268208,3322,NA
"2017-01-22",1679254.52449,19672,124520000,1.41,1770900,31874.6875,10.0001056807,2843,NA
"2017-01-23",2146790.73813,19657,122297000,1.39,797981,32111.40625,10.0762441661,2699,NA
"2017-01-24",833656.809543,20092,122697000,1.39,921969,32248.4375,10.296140049,2698,NA
"2017-01-25",1486119.45296,19997,119962000,1.36,1373550,32316.40625,10.1544021509,2672,NA
"2017-01-26",719694.733501,18376,113854000,1.29,948543,32192.1875,9.33530649805,2539,NA
"2017-01-27",1203783.23539,17351,117575000,1.33,1341760,31166.40625,8.81619265887,2478,NA
"2017-01-28",548064.258931,16353,113059000,1.28,513562,31082.34375,8.30117298069,2336,NA
"2017-01-29",471288.460818,16154,115225000,1.3,308654,30941.09375,8.25922033751,2326,NA
"2017-01-30",818833.443711,15920,114748000,1.3,564097,31231.40625,8.23155238788,2401,NA
"2017-01-31",976354.120093,15993,119181000,1.35,1080040,31283.125,8.12748798707,2430,NA
"2017-02-01",858348.170712,16840,120212000,1.36,738198,31076.09375,8.62313036985,2413,NA
"2017-02-02",567881.167758,16877,119811000,1.35,486080,31089.53125,8.6439541185,2424,NA
"2017-02-03",967496.724518,17186,120305000,1.36,985487,31502.5,9.07773488774,2456,NA
"2017-02-04",710150.257637,16818,120607000,1.36,888228,31574.21875,8.51989571344,2388,NA
"2017-02-05",599560.603488,16046,123124000,1.39,734278,31684.53125,8.05549041735,2379,NA
"2017-02-06",1932150.81883,18188,123057000,1.39,2217650,32457.5,9.38074093326,2766,NA
"2017-02-07",2073504.73569,19736,130982000,1.48,1381580,31653.28125,10.4746437073,2758,NA
"2017-02-08",2030182.18218,19750,130979000,1.48,1227740,32129.6875,10.3789043424,2774,NA
"2017-02-09",3775130.01997,21373,129031000,1.46,4496600,31035.78125,10.705493594,3448,NA
"2017-02-10",5282285.77078,19840,113045000,1.27,1814640,31612.1875,10.2064255818,2800,NA
"2017-02-11",2213942.25184,20300,111538000,1.26,1627780,31726.5625,10.4407409456,2585,NA
"2017-02-12",5741323.3431,20467,109633000,1.24,1574630,31499.84375,10.7095249639,2715,NA
"2017-02-13",4700883.79256,21286,108925000,1.23,1459080,31964.84375,10.9523060072,2915,NA
"2017-02-14",2813977.26179,21924,106179000,1.2,1588940,31624.6875,11.3246949968,2807,NA
"2017-02-15",1797898.972,21094,110928000,1.25,1164420,32185.46875,10.9147865225,2673,NA
"2017-02-16",2211083.47698,20833,112162000,1.26,1067180,31729.0625,10.7400221328,2561,NA
"2017-02-17",1461741.36379,21042,109732000,1.23,781116,32285.46875,10.8914413151,2486,NA
"2017-02-18",1128135.20642,21090,109624000,1.23,1130150,32144.0625,10.9687210588,2520,NA
"2017-02-19",1315002.32985,21186,108590000,1.22,642421,31712.34375,10.8682707688,2526,NA
"2017-02-20",881216.200331,21555,108897000,1.22,609461,31764.375,11.1093637612,2485,NA
"2017-02-21",1729783.12756,18222,108797000,1.22,1034130,31940.15625,9.09298814434,2595,NA
"2017-02-22",3259867.53345,22106,110732000,1.24,1014370,31908.90625,11.5525224265,2633,NA
"2017-02-23",1879126.50854,22479,108040000,1.21,1254060,31950,11.5706801743,2697,NA
"2017-02-24",3182103.66085,22082,109710000,1.23,2141280,31741.875,11.5107751946,2726,NA
"2017-02-25",1735068.46283,21229,107563000,1.21,1337270,31980.625,11.3491566353,2630,NA
"2017-02-26",2549308.93332,21259,108135000,1.21,1486190,32132.03125,10.9772058082,2625,NA
"2017-02-27",1516913.07121,21323,111240000,1.25,1284690,31577.96875,11.0435259686,2612,NA
"2017-02-28",2571449.79115,21161,110317000,1.24,1444190,32092.03125,10.9937767977,2708,NA
"2017-03-01",2732415.48823,21675,110412000,1.24,4561930,32502.65625,11.0674854257,3383,NA
"2017-03-02",3761890.65122,22199,124927000,1.4,3776100,31342.5,10.7719353377,4988,NA
"2017-03-03",5938661.60105,20151,122017000,1.37,4159960,32142.8125,10.1442736569,3194,NA
"2017-03-04",4780458.54256,21310,128748000,1.44,2412650,32266.875,11.0823248101,2806,NA
"2017-03-05",2773224.09153,20562,128238000,1.43,1580650,31561.09375,10.6125340985,2480,NA
"2017-03-06",2730541.77765,19652,125032000,1.4,1172880,31675.46875,8.94161364158,4729,NA
"2017-03-07",5945284.09411,21546,128228000,1.43,2220840,31839.6875,11.1167344005,2654,NA
"2017-03-08",3145334.88055,21193,122982000,1.37,1960780,32312.96875,11.1289354395,2669,NA
"2017-03-09",4222576.37528,20726,115319000,1.29,1248670,31394.53125,10.6910178305,2661,NA
"2017-03-10",2787058.74115,21691,118799000,1.33,4351910,32039.0625,12.3094392717,3299,NA
"2017-03-11",1601810.10163,21248,116335000,1.3,1985600,31926.875,27.8044980448,2659,NA
"2017-03-12",3362812.67585,21715,124142000,1.39,3137590,32590,11.3331576684,2778,NA
"2017-03-13",10683631.2403,19988,127735000,1.42,9504840,30674.53125,10.4306913292,3126,NA
