"","date","txVolume.USD.","txCount","marketcap.USD.","price.USD.","exchangeVolume.USD.","generatedCoins","fees","activeAddresses"
"2014-02-15",82415320.7654,79090,79014400,0.001575,4900070,350525449,99723.0151889,126570,NA
"2014-02-16",53410271.8511,78463,76647400,0.001517,2110320,351917752,95237.847481,125045,NA
"2014-02-17",34532841.2707,48248,71737400,0.00141,4679940,343876947,62845.2352104,98667,NA
"2014-02-18",14476574.3934,33281,68956500,0.001346,2027290,382126274,41323.1558985,77066,NA
"2014-02-19",47659776.4771,38962,73485600,0.001424,2416530,353450030,47506.0800405,89119,NA
"2014-02-20",49554767.8914,34292,69869700,0.001345,2420130,351543777,45337.5804942,89067,NA
"2014-02-21",60450723.4205,37375,63418800,0.001212,2149320,362765129,43812.1316369,88282,NA
"2014-02-22",63986480.7093,38011,63620000,0.001208,1455000,367985333,35170.0861665,82799,NA
"2014-02-23",77631631.6675,46069,67881200,0.00128,2818150,355215551,43834.6195639,93547,NA
"2014-02-24",70179959.2068,40587,62802400,0.001176,1907020,348568443,54132.4397577,91065,NA
"2014-02-25",70928055.11,39906,56495400,0.001051,4596380,361513335,59236.1851034,90304,NA
"2014-02-26",42212884.9057,40267,53321900,0.000986,3165270,373035809,37526.8145321,81658,NA
"2014-02-27",49094789.5829,39572,64970300,0.001193,1492960,356610080,45193.6772403,83623,NA
"2014-02-28",27774787.3862,31639,63750700,0.001163,1519040,356240837,36813.3312256,75393,NA
"2014-03-01",13935447.066,23128,59172100,0.001072,1227770,353507732,28630.6534515,62652,NA
"2014-03-02",13789779.2384,23188,58739500,0.001058,1498200,358796477,16787.1540574,56506,NA
"2014-03-03",11531598.92,24686,53446500,0.000956,3652600,364080766,38625.0155399,75354,NA
"2014-03-04",12468330.8322,26429,61839700,0.001099,3778550,348320322,45992.1161561,79270,NA
"2014-03-05",13089562.5141,23952,58994200,0.001042,1247530,353226673,25540.9458552,68843,NA
"2014-03-06",10933171.1961,23496,60275100,0.001058,1093730,347308787,38713.0510343,62200,NA
"2014-03-07",15494128.9322,27662,57955400,0.001011,1551340,355448237,18729.0596062,59460,NA
"2014-03-08",9221734.14015,20871,53483300,0.000927,1319210,358021307,17775.4849464,50705,NA
"2014-03-09",8382595.67508,20160,48232000,0.000831,1444630,361075874,36945.4163044,52567,NA
"2014-03-10",7302484.71349,21204,50844900,0.000871,1428770,350968646,17939.4437192,51997,NA
"2014-03-11",11527160.1276,20923,45809000,0.00078,3138850,348395343,17310.3224358,51472,NA
"2014-03-12",18538510.4236,22997,45247200,0.000766,4777870,360063926,18909.091081,55570,NA
"2014-03-13",14332454.2458,20047,53882800,0.000906,2111640,371184164,15825.0401694,51557,NA
"2014-03-14",12333750.8145,19732,51950500,0.000868,991836,336066640,16001.5837328,49802,NA
"2014-03-15",7151016.09821,17431,52155800,0.000867,835369,344781383,13620.8254762,47105,NA
"2014-03-16",10375904.9052,18996,50855900,0.000841,776123,351827952,45528.2382845,46576,NA
"2014-03-17",7862746.64561,17742,50037400,0.000822,1484340,347105490,16959.5986538,48860,NA
"2014-03-18",9383266.06129,19980,47693100,0.000779,1148100,3.32e+08,16788.8889075,50354,NA
"2014-03-19",12422897.3806,19238,47129100,0.000766,1550450,336250000,15506.6549152,48208,NA
"2014-03-20",13562150.4395,18187,47782700,0.000772,888744,335250000,14897.3975442,46917,NA
"2014-03-21",11877296.9456,18044,44987700,0.000723,2157110,3.3e+08,13938.3965672,47776,NA
"2014-03-22",11334979.492,16365,43093400,0.000689,830262,338250000,13027.7402269,42880,NA
"2014-03-23",29493637.9507,18080,43145800,0.000686,882613,330750000,51027.0719415,47062,NA
"2014-03-24",38114816.0366,21176,47165200,0.000746,1183650,3.34e+08,15078.3164995,50376,NA
"2014-03-25",29884323.687,19521,47392600,0.000746,911303,3.34e+08,14998.9672631,48665,NA
"2014-03-26",18584899.0666,22413,41696200,0.000653,709492,331750000,18372.1960764,50911,NA
"2014-03-27",12043132.1224,18900,41002100,0.000639,1935920,3.27e+08,22141.7845183,47281,NA
"2014-03-28",10215421.2832,19223,29246000,0.000453,2114930,327750000,20036.8070207,46886,NA
"2014-03-29",7254133.12322,19902,34046700,0.000525,1877200,336250000,18860.168115,47929,NA
"2014-03-30",7327364.76259,18341,38362900,0.000588,1337820,332500000,13864.7339943,44993,NA
"2014-03-31",6199856.85932,18686,34814200,0.000531,1377400,330500000,17047.9427658,47385,NA
"2014-04-01",4739673.27635,18171,33341000,0.000506,845770,323750000,14209.6570117,45417,NA
"2014-04-02",12222637.7321,19352,35451100,0.000536,1385560,328500000,13869.7824846,46709,NA
"2014-04-03",7080587.18111,18745,28536700,0.000429,1151820,330500000,14569.976931,45518,NA
"2014-04-04",6508591.0183,19834,30082400,0.00045,1043010,322750000,16088.6802734,45802,NA
"2014-04-05",3614234.80839,18125,29999100,0.000447,473934,3.21e+08,13804.0963884,41777,NA
"2014-04-06",2602324.97682,20098,31539200,0.000467,701008,315500000,17142.9773311,45263,NA
"2014-04-07",3309146.87625,19302,31291600,0.000462,782860,322750000,16217.3128584,44355,NA
"2014-04-08",3942668.04755,18320,31061000,0.000456,667073,328249990.416,16889.2603765,40938,NA
"2014-04-09",5337641.60896,17915,30826600,0.00045,440661,319749993,13192.6617615,40808,NA
"2014-04-10",4357949.68193,18889,30338900,0.000441,862264,322249978,18639.6550548,46213,NA
"2014-04-11",2524169.60601,19640,23999700,0.000347,1096790,3.26e+08,16481.0134659,41819,NA
"2014-04-12",2392510.35263,16898,30628900,0.000441,503227,322999995,12063.2651978,38871,NA
"2014-04-13",2389782.99344,17288,29314200,0.00042,512104,330749976,12577.9778404,40992,NA
"2014-04-14",2521122.85965,19706,27196100,0.000388,1416560,320750000,18814.2379897,45285,NA
"2014-04-15",6514789.62229,19981,32426200,0.000461,2503670,325750000,16213.5524852,46178,NA
"2014-04-16",9863486.47711,23541,41899900,0.000592,6425170,329999993,21335.0255167,49996,NA
"2014-04-17",12872393.4897,20025,50410700,0.00071,3792830,333750000,16920.830204,46010,NA
"2014-04-18",7802190.85001,18454,45954600,0.000644,1511350,3.3e+08,15602.8523347,43030,NA
"2014-04-19",9366529.01841,22141,43987600,0.000613,1622690,336500000,19080.9383163,49762,NA
"2014-04-20",4755425.29602,20265,46571800,0.000646,1089990,340500000,16132.1844956,43454,NA
"2014-04-21",2973208.0936,23936,45538700,0.000629,1021950,3.37e+08,19087.0082512,46064,NA
"2014-04-22",4725542.81454,21379,45194800,0.000621,1014070,335250000,20370.3627563,44900,NA
"2014-04-23",4895195.12522,20149,42958700,0.000588,1276710,336500000,15857.0262687,43198,NA
"2014-04-24",4546316.772,20456,41681300,0.000568,1031310,329750000,17786.2178337,42892,NA
"2014-04-25",13877212.8285,19832,43259800,0.000587,4732600,337250000,14679.0402626,41737,NA
"2014-04-26",6035295.94343,20343,35290700,0.000476,998929,330760000,21688.6029131,42680,NA
"2014-04-27",3070551.67773,16248,35010200,0.000471,708249,326500000,18440.141126,40644,NA
"2014-04-28",4589642.71236,18640,32620500,0.000437,1578900,269875000,16481.84241,42975,NA
"2014-04-29",2449964.53304,16965,36185000,0.000483,1302450,168510000,12451.0739585,37925,NA
"2014-04-30",3294914.70792,16662,37234400,0.000495,1149250,168125000,13705.7301289,36128,NA
"2014-05-01",2139496.28991,15173,37752200,0.000501,542606,1.68e+08,11188.5739092,33775,NA
"2014-05-02",2429565.58189,15922,38013300,0.000504,540769,163500000,12056.3418867,33966,NA
"2014-05-03",2493740.40816,15082,36495000,0.000482,519009,166875000,10933.4623682,32577,NA
"2014-05-04",2609029.78954,16809,35085100,0.000463,560527,162500000,11627.3687818,36460,NA
"2014-05-05",2029847.17259,17105,35531400,0.000468,523194,164500000,14437.8171738,37194,NA
"2014-05-06",1950454.19045,16449,34542000,0.000454,750721,170875000,13020.9276263,35935,NA
"2014-05-07",1909822.51669,17034,34895400,0.000457,685166,165999991.969,13914.0823915,35374,NA
"2014-05-08",1978111.87697,14697,36096100,0.000472,587545,164874990,12319.2372181,33745,NA
"2014-05-09",1790233.64242,16134,36076600,0.000471,860285,165625000,22986.9942006,36745,NA
"2014-05-10",4481427.64716,16699,38002000,0.000495,676349,169250000,17514.7133739,42284,NA
"2014-05-11",2098978.76749,19611,36800000,0.000478,480690,1.62e+08,17470.0053761,34975,NA
"2014-05-12",1810847.06398,17406,35280000,0.000457,535210,163375000,28641.2769624,41123,NA
"2014-05-13",1644948.85795,15518,35051100,0.000453,484512,167509993,16744.7029937,39042,NA
"2014-05-14",4405974.17635,14812,34788700,0.000449,669458,161749998,12428.3296748,31523,NA
"2014-05-15",2233018.20873,16446,35413300,0.000456,388013,161875000,14276.3541352,31472,NA
"2014-05-16",1699630.20465,12848,35134200,0.000452,605567,165500000,10345.5654141,28408,NA
"2014-05-17",2391040.81155,13277,35231100,0.000452,305748,165125000,11446.5987122,30251,NA
"2014-05-18",1411200.02281,13181,35346300,0.000452,321137,162625000,16274.5660421,48674,NA
"2014-05-19",2418596.00172,13668,35116600,0.000448,371681,159010023,11543.5598602,29710,NA
"2014-05-20",1612448.11693,14320,34836600,0.000444,736828,153874999,16632.3771814,30754,NA
"2014-05-21",2226930.96439,12143,36668100,0.000466,505630,157874999,11123.6059137,28785,NA
"2014-05-22",2600089.14577,12607,35965100,0.000457,839516,157250000,12406.1459613,27264,NA
"2014-05-23",3062023.95625,12317,33350300,0.000423,939662,159125000,11180.5291772,27260,NA
"2014-05-24",1669693.57859,13010,32611900,0.000412,555017,1.53e+08,11088.407468,26827,NA
"2014-05-25",3175713.35028,12343,33802100,0.000427,1222410,155500000,12146.8291984,29574,NA
"2014-05-26",2028514.65079,11784,33857500,0.000426,824478,161375000,10860.5519252,26338,NA
"2014-05-27",2885759.38614,14975,32060900,0.000403,659621,156625000,13383.8986275,30042,NA
"2014-05-28",1916377.28994,12092,31640600,0.000397,898635,154750000,18605.6620083,30644,NA
"2014-05-29",1574194.85298,13948,31860500,0.000399,476535,155635000,21805.3310772,31204,NA
"2014-05-30",6623184.26354,14110,31236600,0.00039,988044,156875000,11097.5839022,28241,NA
"2014-05-31",3390851.65914,12265,27773400,0.000346,870901,153374998.99,11448.5742707,24925,NA
"2014-06-01",3506706.40764,14641,27265900,0.000339,1715410,159625000,149953.029242,27762,NA
"2014-06-02",1993388.79592,14199,32407600,0.000403,1091610,157125000,9688.90903194,26724,NA
"2014-06-03",2386024.97711,16149,31835700,0.000395,904765,157375000,12912.7842951,28535,NA
"2014-06-04",2157878.67142,19047,30991000,0.000384,1065750,155625000,15075.0406245,29482,NA
"2014-06-05",2247711.28197,16605,29308500,0.000362,526707,157500000,13177.7707223,28983,NA
"2014-06-06",3133903.12694,14583,29152400,0.000359,542879,159625000,12020.9940263,27402,NA
"2014-06-07",1815723.38862,13402,29383500,0.000361,413224,1.57e+08,11725.3701195,26601,NA
"2014-06-08",2133017.5475,15597,29826400,0.000366,365300,155875000,13531.3306823,27945,NA
"2014-06-09",2002584.95727,12986,29339300,0.00036,380403,151250000,14247.659194,27197,NA
"2014-06-10",2259293.14865,13307,29666500,0.000363,589374,161250000,16472.5683502,39505,NA
"2014-06-11",2780890.63983,13050,31365100,0.000383,1322230,157375000,11037.2961442,27345,NA
"2014-06-12",5702250.58383,12237,34401500,0.000419,876563,161125000,11069.5328856,26818,NA
"2014-06-13",3283914.27916,13325,31387300,0.000382,523038,1.55e+08,9849.33080657,26533,NA
"2014-06-14",1774348.75794,12772,32305100,0.000392,435885,154125000,9838.51501085,25022,NA
"2014-06-15",1515344.84515,11511,31037500,0.000376,289056,157750000,10040.4639554,25884,NA
"2014-06-16",1589591.8224,11881,30919300,0.000374,521729,159375000,10227.9627775,25728,NA
"2014-06-17",2961628.6587,14545,30243900,0.000365,253373,163625000,10637.767711,26943,NA
"2014-06-18",1228517.34356,13781,30078000,0.000362,340545,157625000,12361.2472284,25904,NA
"2014-06-19",2012281.28552,16112,29804600,0.000358,289988,161375000,13556.3838898,27834,NA
"2014-06-20",1460618.85216,12615,29758700,0.000357,343110,164125000,10414.2057986,25102,NA
"2014-06-21",1171193.94176,10964,29457700,0.000353,289457,1.6e+08,9089.64082753,23711,NA
"2014-06-22",1244785.585,10457,29042900,0.000347,321583,162500000,8231.91878237,22809,NA
"2014-06-23",4820182.25415,15365,28442000,0.000339,458940,160875000,10968.6196484,26999,NA
"2014-06-24",5145082.59128,17650,27367000,0.000326,573812,163125000,16304.7942561,29830,NA
"2014-06-25",2350016.43598,17637,26119700,0.00031,301853,164250000,15804.6748069,29419,NA
"2014-06-26",2863966.57175,15742,22360000,0.000265,483973,162125000,13461.1478769,26247,NA
"2014-06-27",2859202.99829,13891,24551600,0.000291,454754,160125000,11828.0586094,23597,NA
"2014-06-28",2084838.35987,12793,24709000,0.000292,253850,159500000,11874.8039257,22756,NA
"2014-06-29",676511.971219,10708,23350200,0.000275,248181,157750000,9526.52947809,23573,NA
"2014-06-30",1668634.27066,13805,22861400,0.000269,382776,162500000,10539.8985866,25671,NA
"2014-07-01",1452305.80109,12070,22764200,0.000267,448434,163250000,9789.31069622,23627,NA
"2014-07-02",1872645.48257,12764,21947500,0.000257,491802,162375000,10185.2715619,23271,NA
"2014-07-03",2271738.46288,12457,19226500,0.000225,449730,161125000,10651.6668399,23428,NA
"2014-07-04",2335966.25074,12194,18742300,0.000219,415581,158625000,11735.4576223,23761,NA
"2014-07-05",1168791.08045,10196,19990200,0.000233,293813,159375000,7920.7054369,20436,NA
"2014-07-06",1478284.15583,11104,19217000,0.000224,141042,160625000,8371.91681116,21438,NA
"2014-07-07",1188608.89515,12224,19448700,0.000226,91325,158250000,9957.93804724,23508,NA
"2014-07-08",1324934.49056,11569,19335300,0.000224,443163,155500000,9844.32492975,22933,NA
"2014-07-09",5259774.67038,12216,22560800,0.000261,652666,157375000,9580.60087052,23571,NA
"2014-07-10",1794108.08546,11278,23736100,0.000274,522520,154375000,9065.90054267,21897,NA
"2014-07-11",841308.983505,11447,22874400,0.000264,366291,154750000,9682.72620454,22335,NA
"2014-07-12",746909.048666,11830,23743300,0.000273,292935,152125000,10059.3868647,22781,NA
"2014-07-13",777472.666033,12080,23878400,0.000274,287834,151250000,10131.0049278,22491,NA
"2014-07-14",1336392.71724,12046,23535800,0.00027,289599,150625000,8636.00828069,22255,NA
"2014-07-15",1116377.29887,12534,22349800,0.000256,269268,137812500,9606.16209481,24579,NA
"2014-07-16",1459071.9512,13733,22202500,0.000254,368030,81750000,10764.3707449,24118,NA
"2014-07-17",925706.473242,12870,20449400,0.000234,432877,77437500,8605.92496814,22233,NA
"2014-07-18",1174360.57925,12762,22765400,0.00026,366333,80500000,9737.5923069,21250,NA
"2014-07-19",2188885.94743,11930,21688200,0.000247,223770,78437500,8136.64695087,19460,NA
"2014-07-20",1115483.74786,15971,21516700,0.000245,228417,8.1e+07,9542.88891527,26508,NA
"2014-07-21",925549.614092,11766,21118100,0.00024,196337,80375000,7607.15920826,21936,NA
"2014-07-22",1680848.81767,11420,20718700,0.000236,396016,78125000,7345.66053899,20544,NA
"2014-07-23",1231971.82306,12641,19408200,0.000221,245097,7.7e+07,7813.42781472,21959,NA
"2014-07-24",1017059.84664,11590,19773500,0.000224,256883,83062500,8294.90953674,20608,NA
"2014-07-25",527095.812067,11956,19147200,0.000217,176119,78375000,7885.80128634,19955,NA
"2014-07-26",572254.444425,9724,18876200,0.000214,169123,77312500,6997.76152407,18070,NA
"2014-07-27",610627.54391,14777,18377200,0.000208,281078,78125000,8112.56014303,27079,NA
"2014-07-28",2898091.52023,10885,19219600,0.000217,230995,74687500,7495.50702365,19816,NA
"2014-07-29",2699352.0303,8785,18012200,0.000204,185504,77875000,6522.25382989,15992,NA
"2014-07-30",605083.073218,11265,18505300,0.000209,168166,69875000,7249.20751202,19342,NA
"2014-07-31",855914.773583,10048,17895000,0.000202,189931,74750000,7235.71126896,18805,NA
"2014-08-01",703069.547864,11376,18561500,0.000209,162768,71937500,8503.69612462,20154,NA
"2014-08-02",395251.560086,10246,18674500,0.00021,117204,77260000,17756.5402606,18524,NA
"2014-08-03",1152989.17512,13762,18592800,0.000209,164862,73625000,9870.4484575,23720,NA
"2014-08-04",1163526.1402,14290,18024800,0.000203,219934,74625000,12831.9382435,25792,NA
"2014-08-05",3667340.44956,21693,17888700,0.000201,254217,78812500,10226.7006785,34266,NA
"2014-08-06",1714420.58198,14374,16804900,0.000189,236519,77687500,11581.2356924,20443,NA
"2014-08-07",725727.39964,13507,15879500,0.000178,297579,75875000,11207.0957376,20186,NA
"2014-08-08",480240.927798,13952,15630100,0.000175,209937,77187500,11106.1794479,20668,NA
"2014-08-09",438443.57392,16245,15160200,0.00017,119359,76437500,13100.9543347,23970,NA
"2014-08-10",409345.229154,22110,14944200,0.000167,148141,74937500,19277.1852473,28179,NA
"2014-08-11",873174.530038,17766,14275300,0.00016,206929,75437500,17205.3893457,24288,NA
"2014-08-12",1716812.72205,20850,12922400,0.000144,193328,75125000,20681.8937134,28149,NA
"2014-08-13",919537.331006,19995,13256300,0.000148,190644,75812500,17037.4473299,23204,NA
"2014-08-14",1107445.77215,20235,12738600,0.000142,174715,75062500,25076.5007339,23379,NA
"2014-08-15",2888004.48272,18491,13060800,0.000146,349005,77125000,20656.6415376,24947,NA
"2014-08-16",1174249.57801,19772,10825800,0.000121,204077,75187500,18153.1310042,23952,NA
"2014-08-17",1030598.54675,24710,12110700,0.000135,157417,74125000,21960.0140526,27522,NA
"2014-08-18",1913702.72003,17263,11329800,0.000126,233498,75750000,15428.0935697,22521,NA
"2014-08-19",815027.787497,20363,9621110,0.000107,194961,75562500,16797.0263386,24028,NA
"2014-08-20",650823.458409,19475,10298100,0.000114,260171,75875000,18873.30828,23593,NA
"2014-08-21",841024.567017,20205,11816100,0.000131,273433,77760000,16724.748392,27573,NA
"2014-08-22",553397.375773,15780,11916900,0.000132,206936,7.7e+07,15901.5098333,22211,NA
"2014-08-23",341164.322522,16189,11266000,0.000125,121028,79250000,14927.1050848,20332,NA
"2014-08-24",272582.165869,24574,10883800,0.00012,112592,80437500,23747.4228403,27588,NA
"2014-08-25",1880313.24317,17893,11431400,0.000126,366814,76125000,17367.3937586,23146,NA
"2014-08-26",1397344.77596,19480,10200200,0.000113,1430870,76687500,22746.7066935,25912,NA
"2014-08-27",832305.411611,18537,13099600,0.000144,317321,77875000,22939.9991056,24701,NA
"2014-08-28",657054.351081,17295,12645200,0.000139,188059,80062500,21022.9622458,24914,NA
"2014-08-29",456712.251993,18387,11988700,0.000132,136449,77625000,24063.1080662,27022,NA
"2014-08-30",369213.170288,15118,11752600,0.000129,131446,76812500,19478.7893333,20309,NA
"2014-08-31",1123428.73382,25594,12315600,0.000135,291765,75562500,31509.4016509,28987,NA
"2014-09-01",893372.221214,21170,11934900,0.000131,132860,75375000,25358.3436629,26502,NA
"2014-09-02",1049920.84374,19798,11843900,0.00013,129321,78750000,70588.7163166,26405,NA
"2014-09-03",758052.741615,21042,12044400,0.000132,149367,7.8e+07,154671.304128,25474,NA
"2014-09-04",986853.510883,21828,12803600,0.00014,573631,74937500,24957.1867061,26520,NA
"2014-09-05",1130814.08408,21170,14348100,0.000157,507241,75812500,25218.9165508,26089,NA
"2014-09-06",1503371.78238,23684,15112100,0.000165,1616910,75062500,29391.8292431,30239,NA
"2014-09-07",2922889.46189,34512,19248200,0.00021,800009,75812500,39837.8079707,37668,NA
"2014-09-08",4130635.1834,23115,17230500,0.000188,726929,72312500,27929.4798202,30029,NA
"2014-09-09",1219661.49865,24017,16174100,0.000176,619240,73500000,28515.3354412,28128,NA
"2014-09-10",3407026.72688,25736,17836500,0.000194,486354,73937500,30348.8007104,29880,NA
"2014-09-11",2093842.89514,24792,17150200,0.000187,686773,79125000,30533.3011737,30680,NA
"2014-09-12",3194870.83451,21741,18631900,0.000203,506222,87250000,29060.0056828,28918,NA
"2014-09-13",10161246.5144,22839,18881500,0.000205,1435840,8.7e+07,52320.6633046,32030,NA
"2014-09-14",13874707.8601,31765,24560400,0.000267,6677130,86500000,68449.9910179,50065,NA
"2014-09-15",25546501.0753,34046,31305100,0.00034,3401030,86250000,57971.7454068,41205,NA
"2014-09-16",12915594.8208,25405,30037200,0.000326,1321120,84750000,35714.0804039,34082,NA
"2014-09-17",9641504.38043,25543,27027000,0.000293,1463600,86625000,35295.071029,32113,NA
"2014-09-18",12113129.0881,24155,24715700,0.000268,2215910,87062500,35163.5830132,33395,NA
"2014-09-19",7875554.7002,24806,27442600,0.000298,883563,85687500,34229.3935736,32965,NA
"2014-09-20",8836651.80307,24386,25445300,0.000276,993004,86125000,29422.83047,30928,NA
"2014-09-21",6441158.42795,33805,27037600,0.000293,539140,85625000,44816.6877608,38711,NA
"2014-09-22",5129998.17309,25862,26580700,0.000288,620222,86125000,30957.6175128,33135,NA
"2014-09-23",6364432.28991,23973,27522500,0.000298,739197,86437500,30421.3501983,31763,NA
"2014-09-24",9110113.41017,24880,29149900,0.000314,1277840,86187500,35044.1773582,35722,NA
"2014-09-25",11863154.1475,26125,32270000,0.000347,2393610,86250000,33260.4431053,35070,NA
"2014-09-26",25195393.2277,28473,34810800,0.000374,4722610,86937500,37778.2903415,39711,NA
"2014-09-27",15992223.3892,30604,41927100,0.00045,2907080,86500000,39561.1443794,41784,NA
"2014-09-28",20315291.4581,42961,35054600,0.000376,2115710,85625000,50580.9349405,52093,NA
"2014-09-29",7369607.10319,28958,36741200,0.000394,1169070,86562500,37714.2642312,40928,NA
"2014-09-30",8419879.40746,28180,37064400,0.000397,760341,85500000,40196.511895,43064,NA
"2014-10-01",6670909.80486,27741,37372100,4e-04,1031360,85875000,36605.3247117,40040,NA
"2014-10-02",6678250.75326,25986,34690900,0.000371,1307610,67562500,36903.5615375,39594,NA
"2014-10-03",5876056.07583,26119,31065100,0.000332,1150090,42750000,36340.031119,36811,NA
